split,orig_split,orig_idx,source_dataset,subject,raw_label,full_text,education_level_original,education_level_judge,judge_raw_response
ood_race-high,ood_race-high,10,race-high,reading-comp,high,"When you get tense about something that happens in your life, you are experiencing stress. Too much stress can cause anger, depression and other related symptoms, which you need to seriously look into. The following are simple ways that can be used to deal with stress. Be Gentle with Yourself There are times when you are not fair to yourself. Often you are harder on yourself than you are of other people. If you can learn to accept yourself just the way you are, especially unconditionally, this would reduce the pressure you apply to yourself. Exercise Go for a walk. Go to the shops. You can join a local walk, swim or jog team. If you are tired out from doing housework and haven`t left your workstation, have a stretch. Change your environment for an hour or so. Stop Comparing Yourself with Others Often you don`t realize that a great deal of unhappiness is caused by constant comparisons you make. You says, ""if only I had a big house like she was..."", ""if only my husband were as rich as hers..."" The comparison is endless. The only comparison that counts is the comparison between where you were and where you are now . By all means, admire others, congratulate them and be proud of their achievements, but remind yourself that only you can decide the standard you want to set for yourself. Talk the Stress Out Sometimes it helps to share or talk about your stress to close friends or family members. The other person`s active listening can help.",high,middle,middle
ood_race-high,ood_race-high,11,race-high,reading-comp,high,"In a great many cities, hundreds of people ride bicycles to work every day. In New York City, some bike riders have even formed a group called Bike for a Better City. They declare that if more people rode bicycles to work, there would be fewer automobiles in the downtown part of the city and so less dirty air from car engines. For several years this group has been trying to get the city government to help bicycle riders. For example. They want the city to draw special lanes for bicycles only on some of the main streets, because when bicycle riders must use the same lanes as cars, there are accidents. Bike for a Better City feels that if there were special lanes, more people would use bikes. But no bicycle lanes have been drawn. Not everyone thinks it is a good idea-they say it will slow the traffic. Some store owners on the main streets don't like the idea-they say that if there is less traffic, they will have less business. The city government has not yet decided what to do. It wants to keep everyone happy. On weekends, Central Park-the largest place of open ground in New York-is closed to cars, and the roads may be used by bicycles only. But Bike for a Better City says that this is not enough and keeps fighting to get bicycle lanes downtown.",high,middle,middle
ood_race-high,ood_race-high,12,race-high,reading-comp,high,"How many times a day do you check your email? When you wake up? Before bed? A dozen times in between? The technology that was supposed to simplify our lives has become the vital time-suck: the average teen spends more than seven hours a day using technological devices, plus an additional hour just text-messaging friends. The advantage of technological devices is connectedness: email lets us respond on the go, and we are in touch with more people during more hours of the day than at any other time in history. But is it possible we're more lonely than ever, too? That's what MIT professor Sherry Turkle observes in her new book, Alone Together, a fascinating portrait of our changing relationship with technology. Turkle details the ways technology has redefined our comprehension of closeness and loneliness--and warns us of the danger of accepting such virtual relationships in place of lasting emotional connections. For Turkle, the biggest worry is the effect all these shallow connections have on our development. Is technology offering us the lives we want to live? ""We're texting people at a distance,"" says Turkle, ""We're using lifeless objects to convince ourselves that even when we're alone, we feel together. And then when we're with each other, we put ourselves in situations where we are alone--constantly on our mobile devices. It's what I call a perfect storm of confusion about what's important in our human connections."" What can't be denied is that technology, whatever its faults, makes life a whole lot easier. It allows us to communicate with more people in less time and makes conversation simple. But it can also be seductive , providing more stimulation than our natural lives. There are usually some unhealthy videos online which remove teenagers' attention from their schoolwork. Besides, some online activities make people addicted, which occupied their daily life and affected their ability to form real-world relationships.""Technology can be more immediately satisfying than the labor of building an intimate relationship,"" said one highschool student, ""Every time I text, I start to have some happy feelings."" But are any of those feelings equal to the kind we feel when engaged in real, face-to-face communication? Online, you can neglect others' feelings. In a text message, you can avoid eye contact. A number of studies have found that this generation of teens is less sympathetic than ever. That doesn't spell disaster, says Turkle--but,",high,high,high
ood_race-high,ood_race-high,13,race-high,reading-comp,high,"You may not pay much attention to your daily elevator ride. Many of us use a lift several times during the day without really thinking about it. But Lee Gray, PhD of the University of North Carolina, US, has made it his business to examine this overlooked form of public transport. He is known as the ""Elevator Guy"". ""The lift becomes this interesting social space where etiquette is sort of odd ,"" Gray told the BBC. ""Elevators are socially very interesting but often very awkward places."" We walk in and usually turn around to face the door. If someone else comes in, we may have to move. And here, according to Gray, lift users unthinkingly go through a set pattern of movements. He told the BBC what he had observed. He explained that when you are the only one inside a lift, you can do whatever you want - it's your own little box. If there are two of you, you go into different corners, standing diagonally across from each other to create distance. When a third person enters, you will unconsciously form a triangle . And when there is a fourth person it becomes a square, with someone in every corner. A fifth person is probably going to have to stand in the middle. New entrants to the lift will need to _ the situation when the doors slide open and then act according to their decisions. Once in, for most people the rule is simple - look down, or look at your phone. Why are we so awkward in lifts? ""You don't have enough space,"" Professor Babette Renneberg, a clinical psychologist at the Free University of Berlin, told the BBC. ""Usually when we meet other people, we have about an arm's length of distance between us. And that's not possible in most elevators."" In such a small, enclosed space it becomes very important to act in a way that cannot be understood as threatening or odd. ""The easiest way to do this is to avoid eye contact ,"" she said.",high,middle,middle
ood_race-high,ood_race-high,14,race-high,reading-comp,high,"Most students try to learn English grammar using grammar textbooks. They study grammar rules and take grammar tests. They use an analytical approach, attempting to memorize, and then apply, a great number of rules. However, research has proved this method inefficient and ineffective. The truth is, the human brain simply cannot consciously remember process and use hundreds of or thousands of grammar rules. Real speech is too fast. Native speakers do not learn grammar in this way, but rather intuitively and unconsciously. They learn in a complete way, not by attempting to memorize individual grammar rules. As a result, native speakers use correct grammar fluently and easily. Fortunately, it is possible for English learners to learn grammar this way. Language teacher Blaine Ray has developed a unique ""intuitive"" approach to teach English grammar. Her system uses ""point of view"" stories to teach the patterns of English grammar, allowing students unconsciously to acquire correct grammar without ever studying grammar rules. In this system, the teacher first tells a simple story from one point of view. It may be told about the past, then repeated, but beginning with ""since he was a child""; then repeated again, but this time about the future. Listening to these stories allows students intuitively and effortlessly to learn English grammar and makes them be able to use it correctly when they speak. Point of View Stories is a creative new way to study English grammar, and offers hope to millions of frustrated English learners.",high,high,high
ood_race-high,ood_race-high,15,race-high,reading-comp,high,"A year ago August, Dave Fuss lost his job driving a truck for a small company in west Michigan.His wife,Gerrie,was still working in the local school cafeteria,but work for Dave was scarce,and the price of everything was rising.The Fusses were at risk of joining the millions of Americans who have lost their homes in recent years.Then Dave and Gerrie received a timely gift-$7,000,a legacy from their neighbors Ish and Arlene Hatch,who died in an accident.""It really made a difference when we were going under financially.''says Dave. But the Fusses weren't the only folks in Alto and the neighboring town of Lowell to receive unexpected legacy from the Hatches.Dozens of other families were touched by the Hatches'generosity.In some cases,it was a few thousand dollars;in other, it was more than $100,000. It surprised nearly everyone that the Hatches had so much money, more than $ 3 milliorr-they were an elderly couple who lived in an old house on what was left of the family farm. Children of the Great Depression,Ish and Arlene were known for their habit of saving. They thrived on comparison shopping and would routinely go from store to store,checking prices before making a new purchase. Through the years,the Hatches paid for local children to attend summer camp when their Darents couldn't afford it.""Ish and Arlene never asked if you needed anything,""says their friend Sand Van Weelden,""They could see things they could do to make you happier, and they would do them. Even more extraordinary was that the Hatches had their farmland distributed.It was the Hatches' wish that their legacy-a legacy of kindness as much as one of dollars and cents----should enrich the whole community and last for generations to come. Neighbors helping neighbors----hat was Ish and Arlene Hatch's story.",high,middle,middle
ood_race-high,ood_race-high,16,race-high,reading-comp,high,"There are a lot of products out there that make your life easier. Some, however, are a little sillier than others -- so much that they seem like joke products. Here are a few products that sound crazy, but actually rule. Sleep Phones It's hard to imagine something sillier than a music-playing headband you wear while you sleep, but they exist -- and are quite popular. Sleep Phones won't give you the highest quality sound in the world, but if you prefer to fall asleep to music, they're far more comfortable than normal headphones. While they're a bit expensive, they might be perfect for you. There's also a wireless version if you prefer. Onion Goggles If cutting onion _ no matter what you try, it's time for desperate measures. We tested a bunch of methods for avoiding onion tears, and found the best solutions came down to cutting the onion under a vent , or wearing these stylish and awesome goggles. Lock Laces There're some great ways to tie your shoes better, but if you long for the laceless shoes of your childhood days, Lock Laces are a pretty good choice. They're basically elastic laces that remove the need to tie your shoes. Sure, people will make fun of you, but you can make fun of them after they trip over their own untied laces. Or you can make your own slip-on shoes with elastic tubing. 2D-Glasses Hate 3D-movies, but have to go to one? The difference between 2D-glasses and 3D-glasses lies in their lenses . Each lens of 2D-glasses blocks the same picture, so each eye gets the same picture, while each lens of 3D-glasses blocks a different picture, so each eye gets a different picture which the brain interprets as 3D. Now you have a pair of glasses that can save you from the headache caused by wearing 3D-glasses which are popular in our movie theaters. You can buy them or make a pair for yourself.",high,middle,middle
ood_race-high,ood_race-high,17,race-high,reading-comp,high,"They can be seen more frequently than ever before on college campuses, wearing thick-rimmed glasses while listening to indie music. One might find them playing unusual musical instruments, shopping at second-hand stores or expressing themselves in other unique ways. They call themselves hipsters. Being ""hip"" used to mean following the latest fashion. But gradually the word has evolved into a synonym for ""cool"". Hipsters value independent thinking, progressive politics, an appreciation of creativity and intelligence. Hipsters take pains and pride in not being mainstream. However, their culture has become quite trendy. This irony is central to their culture and offers an interesting paradox. ""I do take things in the mainstream with a grain of salt,"" says Ben Polson, a college student at Brown University in the US. Polson describes himself as a hipster and says he often questions what determines popularity, especially regarding music.When lesser-known bands become popular they often lose their former fan base in exchange for a new one. There is a famous hipster saying that goes: I used to like that band before it got popular. According to Polson, bands' music changes when they go mainstream. They become ""less experimental, doing things just to save popularity and fans. The original elements that we were drawn to slowly _ for the sake of popularity."" Many young adults have started to view hipsters' outlook as cool and are adopting their counterculture mindset themselves. This has led to specialized brands, stores and music for the hipster position. Ironically, some such stores, including clothing labels Urban Outfitters and American Apparel, have gained mainstream popularity. This has seemingly diluted the anti-mainstream culture. ""A lot of people that are self-defined hipsters aren't really hipsters, they're just trying to conform to the non-conformist to seem cooler,"" says Amanda Leopold, a college student from Oberlin College, US. Although Leopold has many unconventional tastes and seems quite individualist, she refuses to classify herself as a hipster. There is a conflict among hipsters about the very definition of the label. To some, to be a hipster is to be free from cultural constraints. To others, it means wearing a certain style and listening to a specific style of music. The former constantly strives for uniqueness, while the latter strives not to be mainstream. And yet, the movement is gaining mainstream popularity. ""It's kind of the trend these days; _ "" says Leopold. ""There have been hipsters since the seventies. It's only become popular recently."" Hipsters reject materialism and laugh at mainstream culture. But are they really beyond material comforts? Do they have any ideas of their own if they despise mainstream so much? Christy Wampole, an associate professor of literature at Princeton University, US, is not so sure. She says the hipster is a contradiction in himself and an easy target of mockery . Writing in The New York Times, Wampole paints a less appreciative picture of a typical hipster. ""The hipster is a scholar of social forms, a student of cool. He studies continuously, searching for what has yet to be found by the mainstream. He is a walking citation ; his clothes refer to much more than themselves. He tries to negotiate the age-old problem of individuality, not with concepts, but with material things.""",high,high,high
ood_race-high,ood_race-high,18,race-high,reading-comp,high,"Arthur Miller (1915--2005) is universally recognized as one of the greatest dramatists of the 20th century. Miller's father had moved to the USA from Austria-Hungary, drawn like so many others by the ""Great American Dream"". However, he experienced severe financial hardship when his family business was ruined in the Great Depression of the early 1930s. Miller's most famous play,Death of a Salesman,is a powerful attack on the American system, with its aggressive way of doing business and its insistence on money and social status as indicators of worth. In Willy Loman, the hero of the play, we see a man who has got into trouble with this system. Willy is ""burnt out"" and in the cruel world of business there is no room for sentiment: if he can't do the work, then he is no good to his employer, the Wagner Company, and he must go. Willy is painfully aware of this, and at a loss as to what to do with his lack of success. He refuses to face the fact that he has failed and kills himself in the end. When it was first staged in 1949, the play was greeted with enthusiastic reviews, and it won the Tony Award for Best Play, the New York Drama Critics' Circle Award, and the Pulitzer Prize for Drama. It was the first play to win all three of these major awards. Miller died of heart failure at his home in Roxbury, Connecticut, on the evening of February 10, 2005, the 56th anniversary of the first performance ofDeath of a Salesmanon Broadway.",high,high,high
ood_race-high,ood_race-high,19,race-high,reading-comp,high,"Sitting in the play area of the doctor's office, my children, Paul, four, and Bailey, three, built a Lego tower while we waited to be called for Paul's examination. ""Good job, you guys,""I said, trying not to sound too tired. My husband was away on business, and it was difficult being alone with the kids. At times I felt like I was living in the jungle rather than the suburbs. ""Don't put the Lego in your mouth, Bailey,""I said. Paul grabbed it from him.""That's not nice, Paul,""I said. He gave back the Lego. I looked around the waiting room. A woman was eating something, a couple were talking, and an old gentleman in a blue jacket was reading a magazine. I wished I could sit quietly for a while. I wanted to be able to take a rest, or go shopping alone. At once, I was ashamed of myself. What kind of mother was I? ""God,""I thought, ""help me to be the very best mom I can be."" The nurse came into the waiting room to get us. Just at that moment, the old gentleman in the waiting room put down his magazine and came up to me. With a smile on his face, he said, ""Your children are most certainly lucky to have such a wonderful mother.""""Thank you,""I replied in a low voice and watched him walk back to his seat. We followed the nurse into the examination room. While she weighed Paul, I told her how that man had made my day. Motherhood is still a jungle sometimes, but now when I feel tired I remember the encouraging words of the old gentleman.",high,middle,middle
ood_race-high,ood_race-high,20,race-high,reading-comp,high,"You might say that one reason why Barack Obama is president of the US is that he knows how to give a good speech. Since 2004, Obama has written and delivered thousands of speeches. These are usually praised for two reasons: he treats the audiences like intelligent adults, and he is able to express _ ideas in an easy, natural way. Before becoming president, Obama was a lawyer, a college professor, and a successful writer---his two memories have become best-sellers. What's more, he has some secret weapons. Teleprompter: Obama doesn't go anywhere without his Teleprompter. The textbook-sized panes of glass holding the president's prepared remarks follow him wherever he goes to speak. Writing team: Obama has a team of people who write his speeches. The writers chat with Obama for hours about what he wants to say. They listen to recordings of past presidential speeches and seek advice from advisers. Obama usually edits and rewrites the drafts several times. Tricks for lighthearted speeches: Make fun of the guests: Obama starts his speech by gently teasing his guests. His opening lines draw the audience's attention while giving them an opportunity to relax and laugh at themselves and each other. Make fun of yourself: A good rule for speechmakers: If you're going to make a joke about someone else, be sure to make one about yourself, too. Obama mocks his own poor choices for filling the position of Commerce Secretary, saying, ""No president in history has ever named three Commerce Secretaries this quickly."" In fact, his first two nominees for the position withdrew their names for different reasons. In a process that had otherwise gone smoothly, the Obama Administration found it hard to deal with the problem of filling the Commerce seat.",high,middle,middle
ood_race-high,ood_race-high,21,race-high,reading-comp,high,"I was eleven years old, waiting for my exam at Saraswati Vidyalaya, my school in Nagpur. ""No. 12, please come forward."" Kirti, a very fat girl from my class, stepped ahead. I heard my classmates laughing and so I tried to stop them with my eyes. But my good intentions were mistaken. The next morning, my teacher, Mrs. Kamble, told me, ""Ashwini, I've received a complaint about you."" I was shocked. The girl I was protecting thought I'd been laughing at her. I tried to explain but the teacher refused to hear me out. She punished me by making me stand by the door. I knew I was right. Such punishment to a class topper was simply unheard of. But, slowly, my pride disappeared. Instead of being angry, I understood the other students who have been punished at times. For the first time, I felt humbled . Three years later, I was in the math class. Mr. Prabhuraman, wrote an equation -- one he'd taught us the day before -- on the blackboard. ""Anyone who doesn't know how to solve this,"" he said, ""please leave the class at once."" I knew I could solve only the first two steps. But my pride made me stay there. Unfortunately, the one who was asked to solve it was me. I just stood there, chalk in hand, trying not to look foolish. I prepared myself for a good talking-to , but Mr. Prabhuraman told me kindly, ""Go back to your seat."" Today, two decades later, those incidents have made me think. One teacher punished me for something I didn't do; the other forgave me for something I did wrong. Both experiences had an effect on me. They remind me that no matter what you accomplish , you must always be humble.",high,middle,middle
ood_race-high,ood_race-high,22,race-high,reading-comp,high,"Since long ago,greeting cards have been considered a time-saver.More than 150 years ago,a busy Englishman,Sir Henry,asked a friend to design a card so that he didn't have to labour to write holiday letters to his friends at the end of the year.Those paper cards are now the tradition. _ .That's why the Internet is ready to make a change in holiday greeting customs.Already,those,who are always busy,like sending video greetings by e-mail.So,don't be surprised to find a lively card in your electronic mail box at the end of the year or at any time you should have one. A recent survey by the Shared Greetings Company found 50 percent of all the Internet users will send online cards especially during the holiday seasons.""That is a lot easier,and it is lively,""said Carol,a New Yorker,who had stopped at the Shared Greetings Company demonstration online.With her children's help,she sent her first e-card before Thanksgiving Day.""It was the first time I had done something like this;it's quite enjoyable,""she said. ""I will send online Christmas cards to my friends,""said Marcos,a 22-year-old student.""It costs so little and you can even send numbers of greetings at a time.""But he added ""the e-card also has its limits,and I don't think it is ready to replace the paper card for the more formal or traditional occasions.For some people,I would rather buy paper cards and mail them traditionally.I believe it is more personal and respectful in that way,""he said. Well,for those who are very busy but still prefer to do a lot of greetings to different receivers in the holiday season,the Internet may have another way.""Now you can use the Net to decide and send as many as 50 beautiful cards,which allows the buyer to choose the inside saying,as well as the ink colour and typeface,only costing about 30 minutes,""said Julie,vice-president of marketing for an electronic card company-Hallmark Company.""And if you are in less of a hurry,you can spend another 30 minutes sitting in your home or office to create a photo card,showing off your kids,your pets or even your new house-anything as your favorite design for your relatives and friends.""",high,middle,middle
