split,orig_split,orig_idx,source_dataset,subject,raw_label,full_text,education_level_original,education_level_judge,judge_raw_response
train,train,17,agentlans-readability,tinystories,2.21125,"One day, a cute bunny was in the woods. He saw a big bear. The bunny started to tremble. He was scared. The bear came near. The bunny wanted to run away. The bear said, ""Why are you scared? I won't hurt you."" The bunny stopped trembling. He told the bear the truth. ""I thought you were mean,"" said the bunny. The bear and the bunny became friends. They played together. They had fun. The bunny learned not to judge others. The moral is: don't be scared of someone just because they look different.",elementary,elementary,elementary
train,train,18,agentlans-readability,tinystories,4.645,"Once upon a time, there was a little girl named Abbie. Abbie was always curious and she loved to explore the world around her. One day Abbieâ€™s mommy told her about a special place. It was hidden in the forest and it was very exciting. Abbie was so excited, she wanted to go and find it. The next morning, Abbie and her mommy went to the forest. It was so big and so green. Abbie didnâ€™t know which way to go. Suddenly, they spotted a big old tree with a welcome sign. Abbie was so excited, she ran over and hugged the tree! Behind the tree was a secret door. Abbieâ€™s mommy opened the door and Abbie couldnâ€™t believe her eyes â€“ there was a beautiful lake inside! The lake was covered in bright blue water and it was the most beautiful thing Abbie had ever seen. Abbie and her mommy explored the lake all day. They swam in the water, ate a picnic lunch and even had a water fight. What a wonderful day. Abbie and her mommy had so much fun, they couldnâ€™t wait to come back.",elementary,elementary,elementary
train,train,19,agentlans-readability,wikipedia-en,3.693333333333333,"The Big Time Movie Soundtrack was released on March 6, 2012. The soundtrack entered Billboard 200 and peaked at number 44. It only lasted a week on chart.",elementary,middle,middle
train,train,20,agentlans-readability,tinystories,4.470000000000001,"Once upon a time, there was a little dog named Max. Max loved to play with his friends all day long. They would run, jump, and have a lot of fun together. Max was always very glad when he could play with his friends. One day, Max and his friends found a band. The band played music that made everyone dance and sing. Max and his friends danced and sang for hours. They were very happy, but soon they became very tired. Max's friends wanted to rest, but Max did not want to stop playing. Max's friends told him that it was important to rest when you are tired. Max did not listen and kept playing. Soon, Max was too tired to play anymore. He finally understood that it was important to rest when you are tired. From that day on, Max always took time to rest with his friends. They were all very glad and played happily ever after. The moral of the story is to always listen to your friends and take time to rest when you are tired.",elementary,elementary,elementary
train,train,21,agentlans-readability,tinystories,4.085,"Once upon a time, there was a girl named Emily. She was very excited, because she was in the market with her mom. She loved looking at all of the colorful things around her. As they walked along, she saw a big fan with lots of colors. She shouted, ""Mommy! Can I have the fan, please?!"" Her mom said, ""Oh, Emily! That's so nice! Unfortunately, the fan is too big for us to take home."" Emily was disappointed, but then she saw something else. It was a colorful balloon. She asked her mom, ""Mommy, can I have the balloon, please?!"" Her mom said, ""Sure, you can have it."" Emily was very happy and held the balloon tightly. But then, without thinking, she accidentally dropped it. She gasped and said, ""Oh no! I dropped my balloon."" Fortunately, her mom knew just the right thing to do. She told Emily, ""Don't worry. Let's pick the balloon back up and it will still be alright."" Emily was so relieved and they picked up the balloon. She held the balloon tightly and smiled, thankful that it was still colorful and perfect.",elementary,elementary,elementary
train,train,22,agentlans-readability,tinystories,2.5,"Once upon a time, there was a little girl named Lily. She had a pet hamster named Sparky. One day, Sparky found a gold coin. ""Look, Lily! I found gold!"" Sparky said. ""That's unusual,"" said Lily. ""Where did you find it?"" ""I rolled it out of my cage,"" said Sparky. Lily was so happy for Sparky. ""You're a lucky hamster,"" she said. ""Let's go buy some treats with your gold!""",elementary,elementary,elementary
train,train,23,agentlans-readability,tinystories,5.385,"Once upon a time, there was a clever bunny named Bess. Bess had a very special costume which she loved wearing. One day, she asked her mom if she could wear it outside. Her mom said she could, but only if she promised to be very careful. Bess promised and was soon hopping around in her costume. All the other animals noticed she looked so smart, and soon began to admire it. Everyone wanted to know where she got it. But Bess knew her mom had only given her permission to wear it this once, so she kept her secret. ""Mom said I could wear it this one time,"" she replied. ""But I cannot wear it again until she permits me to!"" The other animals were very impressed with how smart Bess was. After all, she knew not to do anything without her mom's permission.",elementary,elementary,elementary
train,train,24,agentlans-readability,tinystories,4.345000000000001,"Once upon a time, there was a boy named Timmy. Timmy loved playing with his toys and making new friends. One day, Timmy went to the park and met a new friend named Sally. Sally had a big smile and was very patient with Timmy. They played together for hours. As the sun started to set, Timmy's mom called out to him. Timmy said goodbye to Sally and went home. The next day, Timmy went back to the park to play with Sally again. But when he got there, Sally wasn't there. Timmy looked around, but he couldn't recognize her anywhere. Timmy asked the other kids if they had seen Sally, but they didn't know who she was. Timmy was sad and confused. He went home and told his mom about Sally. His mom asked him to label a picture of Sally so she could help him find her. But Timmy couldn't remember what Sally looked like. Days turned into weeks, and Timmy never saw Sally again. He was sad and missed his new friend. Timmy learned that sometimes, even when we want to, we can't always find what we're looking for.",elementary,elementary,elementary
train,train,25,agentlans-readability,tinystories,4.29,"Jimbo was a curious 3 year old. He wanted to learn all he could. One day he asked his mother, ""Mama, what is a trade?"" His mother smiled and said, ""A trade is when two people offer each other something different in exchange for something new."" Jimbo thought about this for a moment. He said, ""Like what?"" His mother told him, ""For example, if I have a modern car and you have a skateboard, you can offer to trade me your skateboard for my car."" Jimbo liked the idea. He said, ""That sounds fun! Can I try it?"" His mother laughed. She said, ""Sure, why not. Maybe we can find something for you to offer."" Jimbo scurried around the house looking for something to offer. He found some Lego bricks and offered them to his mother. She smiled and said, ""That's a great offer. Let's see what we can get in exchange."" They headed to the store and soon found something Jimbo liked. He traded his Lego bricks for a new stuffed animal. Jimbo was so excited and he hugged his new stuffed animal tight. Jimbo had learned a valuable lesson. He realized he could offer things to others in exchange for something new. It was the start of a modern way of trading!",elementary,elementary,elementary
train,train,26,agentlans-readability,tinystories,4.325,"Once upon a time there was a little girl called Jacky. She was only three years old and today she wanted to go to the store. She ran to her mom and said, ""Mommy, can I go to the store today?"" Mommy smiled and said, ""Yes, Jacky, but you must stay safe. And remember to buy something cheap. Can you do that?"" Jacky nodded her head excitedly and grabbed her coat. She ran to the store and looked around. She found some pretty flowers which she thought were very cheap. She bought them with the last of her money and ran back home. When she arrived home, her Mommy asked, ""Did you stay safe and buy something cheap?"" Jacky proudly showed her Mommy the flowers and said, ""Yes, Mommy. I stayed safe and the flowers were cheap!"" Mommy smiled and gave Jacky a hug. She said, ""Great job. Now, let's put the flowers in some water and keep them here today."" Jacky nodded and happily ran off to get a vase for her flowers. She put the flowers in the vase and admired them for the rest of the day.",elementary,elementary,elementary
train,train,27,agentlans-readability,tinystories,2.51,"Tom and Lily were best friends. They liked to play in the snow and make snowmen. One day, they saw a big hill with lots of snow. They wanted to slide down the hill on their sleds. ""Let's go, Lily! It will be fun!"" Tom said. ""OK, Tom. But promise me we will be careful. The hill is very steep and fast."" Lily said. ""I promise, Lily. Don't worry. We will be safe."" Tom said. They took their sleds and climbed up the hill. They were very excited. They looked at the view. It was brilliant. They could see the whole town and the sun shining. ""Ready, Lily?"" Tom asked. ""Ready, Tom!"" Lily answered. They pushed their sleds and started to slide down the hill. They laughed and screamed. They felt the wind and the snow on their faces. They were having so much fun. But then, something bad happened. Tom's sled hit a rock and flipped over. Tom fell off his sled and rolled down the hill. He hit a tree and hurt his head. He cried and cried. Lily saw what happened and stopped her sled. She ran to Tom and hugged him. ""Tom, Tom, are you OK? I'm so sorry. I'm here for you."" Lily said. Tom looked at Lily with tears in his eyes. ""Lily, you promised me we would be careful. You lied to me. You made me crash. You are not my friend anymore."" Tom said. Lily felt very sad and sorry. She tried to say something, but Tom did not listen. He pushed her away and ran to his home. Lily was left alone on the hill. She wished she could take back her promise. She wished she could make Tom happy again. She wished they could have cocoa and cookies together. But it was too late. The moral of the story is: Don't make promises you can't keep. They can hurt your friends and yourself. Be honest and responsible.",elementary,middle,middle
train,train,28,agentlans-readability,tinystories,2.361666666666667,"Once upon a time, there was a white volcano. It was very big and tall. One day, the sun was shining bright in the sky. The volcano wanted to talk to the sun. ""Hello, Sun!"" said the volcano. ""You are so shiny and warm. I like how you shine."" ""Thank you, Volcano!"" said the sun. ""You are very white and pretty. I like how you stand tall."" The volcano was very happy to have a friend. They talked and laughed all day. The sun kept shining, and the white volcano stood tall. And they were the best of friends, always together in the sky.",elementary,elementary,elementary
train,train,29,agentlans-readability,tinystories,2.145,"Lily and Max were twins. They liked to do many things together. One day, they went to the park with Mom. They saw a big slide, a swing, and a sandbox. They wanted to play with everything. Mom said, ""You can play for a little while, but then we have to go home. I have a surprise for you."" Lily and Max nodded. They ran to the slide first. They took turns going down. They laughed and shouted. They had fun. Then they went to the swing. They pushed each other higher and higher. They felt the wind in their hair. They had fun. Then they went to the sandbox. They made castles and tunnels and bridges. They used their shovels and buckets. They had fun. Mom said, ""It's time to go home now. Come on, let's go."" Lily and Max did not want to go. They wanted to play more. They said, ""No, no, no!"" Mom said, ""Please, don't be upset. I have a surprise for you. You will like it."" Lily and Max were curious. They wondered what the surprise was. They followed Mom to the car. They buckled their seat belts. Mom drove them home. She said, ""We are here. Let's go inside."" Lily and Max ran to the door. They opened it. They smelled something yummy. They saw a big plate of muffins on the table. Mom said, ""Surprise! I made muffins for you. You can have one each. They are still warm and soft."" Lily and Max smiled. They loved muffins. They said, ""Thank you, Mom!"" They picked their favorite muffins. They took big bites. They said, ""Mmm, mmm, mmm!"" They forgot about the park. They were happy. They had fun. They spent the afternoon eating muffins and talking to Mom. They hugged her and said, ""You are the best, Mom!"" Mom hugged them back and said, ""You are the best, too. I love you, Lily and Max!""",elementary,elementary,elementary
train,train,30,agentlans-readability,tinystories,2.405,"Mina and her Dad were having fun in their garden. Mina: â€œLook Daddy! I can do the reverse!â€ Dad: â€œThatâ€™s great Mina! How did you do it?â€ Mina: â€œI just used the number and turned it around!â€ Suddenly, a small frog hopped onto the grass. It was lonely and didnâ€™t have any friends. Mina wanted to help the frog. Mina: â€œDaddy, can we help the frog? Can I keep it as a pet?â€ Dad: â€œNo. Frogs canâ€™t live with us. We need to help it find its friends.â€ Mina thought for a moment and had an idea. She ran to the pond and used the reverse number. Then she called out to the frog. Mina: â€œCome on frog! Come here. We can help you find your friends!â€ The frog hopped happily over to Mina and Dad. Together, they helped the frog find the other frogs in the pond. The frog was no longer lonely and Mina and Dad were both very proud.",elementary,elementary,elementary
train,train,31,agentlans-readability,tinystories,3.7981818181818174,"Once upon a time, there was a silly little girl named Sally. Sally lived in a house with her mommy and daddy. One day, Sally's mommy said, ""Sally, let's go on a picnic! Pack your bag, and get your pipe."" Sally was so excited that she quickly packed her bag with a sandwich and some juice. But she couldn't find her pipe anywhere! Sally asked her mommy, ""Mommy, where is my pipe?"" Her mommy said, ""It's right here on the counter!"" Sally was so relieved. She quickly grabbed her pipe and put it in her bag. Then, they all went on the picnic, and had a very silly time!",elementary,elementary,elementary
train,train,32,agentlans-readability,tinystories,2.8780769230769234,"One day, a little boy named Tim went to mail a letter. He saw a big, fierce dog near the pole. The dog barked loudly. Tim was scared but he wanted to mail the letter. Tim said to the dog, ""Please don't hurt me. I just want to mail my letter."" The dog stopped barking and looked at Tim. The dog wagged its tail and walked away from the pole. Tim walked to the pole and mailed his letter. He felt happy and brave. The dog came back and licked Tim's hand. They became friends. Tim learned that talking to others can solve problems.",elementary,elementary,elementary
train,train,33,agentlans-readability,tinystories,2.932857142857143,"Tommy was riding his bike in the park. The sun was shining and he was laughing as he ran in big loops. Suddenly, he felt his tire get stuck in some mud. He wanted to keep going, but he was stuck. â€œHelp!â€ Tommy yelled. His mom came running. â€œWhatâ€™s wrong Tommy?â€ she asked. â€œMy bike tire wonâ€™t move. Itâ€™s stuck!â€ Tommy screamed in frustration. His Mom tried to help him, but she couldnâ€™t get it free either. â€œLooks like youâ€™re stuck for a while, Tommy,â€ she said. â€œBut this is still important. Youâ€™re learning how to be brave and how to not give up.â€ Tommy grumbled. But he took a deep breath and said, â€œOk. Iâ€™m brave. I can do this.â€ His Mom smiled and gave him a hug. â€œI know you can. Youâ€™re very brave.â€ Tommy felt a lot better. He worked hard and eventually he was able to get his tire out of the mud. He cheered and ran in loops around the park.",elementary,elementary,elementary
train,train,34,agentlans-readability,tinystories,2.19,"Lily and Ben are playing with cups and water. They like to fill the cups and pour the water out. They count how many cups they have. ""One, two, three, four!"" Lily says, pointing to her cups. ""I have more cups than you!"" Ben says, showing his cups. ""One, two, three, four, five!"" ""No, you don't!"" Lily says, grabbing one of Ben's cups. ""Now I have five, too!"" ""Hey, give it back!"" Ben says, trying to get his cup back. They tug and pull on the cup. Suddenly, the cup breaks and the water spills on the floor. They both gasp and look at the broken cup. ""Uh-oh,"" Lily says, dropping the cup. ""Uh-oh,"" Ben says, dropping the cup. They hear their mom coming. They look at each other and run to hide behind the sofa. Mom sees the mess on the floor and the broken cup. She shakes her head and sighs. ""Who did this?"" she asks, looking around. Lily and Ben peek from behind the sofa. They see mom's face. She is not happy. They feel sorry and scared. They come out from behind the sofa and hug mom. ""We did it, mom,"" Lily says, in a small voice. ""We're sorry, mom,"" Ben says, in a small voice. Mom hugs them back and smiles. ""It's okay, my loves,"" she says, in a warm voice. ""I'm not mad. But next time, be careful with the cups, okay?"" ""Okay, mom,"" Lily and Ben say, nodding. Mom picks up the broken cup and the wet towels. She takes them to the kitchen. ""Come on, let's have some warm milk and cookies,"" she says, holding their hands. Lily and Ben follow mom to the kitchen. They forget about the cups and the water. They are happy to have mom and each other.",elementary,elementary,elementary
train,train,35,agentlans-readability,tinystories,4.58,"John was a poor boy who lived by himself. One day, he went for a walk in the woods. As he walked, a cold breeze blew and he started to shiver. Suddenly, he noticed a small creature hiding between two tree stumps. When he looked closer, he saw that it was a fluffy baby squirrel. John's heart sank when he saw how skinny the baby squirrel was. He had no food or anything else to offer it. He said to the squirrel, â€œI'm so sorry, but I'm too poor to help you.â€ But the squirrel just looked at John with its big brown eyes. It opened up its tiny paw and showed John its palm. John was surprised. He slowly put his hand in the baby squirrel's palm, and the squirrel curled up in his hand. For the first time, John felt warmth in the cold, lonely woods. He scooped up the baby squirrel and took it home. From that day onwards, he and the squirrel were best friends. Together, they were never poor or cold ever again.",elementary,middle,middle
train,train,36,agentlans-readability,tinystories,3.795,"Once upon a time, there was a little girl named Lily. She loved to play with her toys and her favorite toy was a teddy bear named Brownie. One day, Lily and Brownie went on an adventure to the park. They saw a big train with lots of steam coming out of it. Lily said, ""Wow, Brownie! Look at the great train! It's making so much steam!"" Brownie replied, ""Yes, it's a great train. Let's go and mark our spot to watch it go by."" So, Lily and Brownie found a spot on the grass and sat down. They waited and waited until finally, the train came by. It was so loud and made lots of noise. Lily and Brownie waved at the train as it passed by. After the train had gone, Lily said, ""That was a great adventure, Brownie! Let's go home now."" And so, Lily and Brownie went home, happy and tired from their great adventure.",elementary,elementary,elementary
train,train,37,agentlans-readability,tinystories,2.96,"Once upon a time, there was a little girl named Lily. She loved to play with her toys in her room. One day, her mom came in and said, ""Lily, let's bring your rug to the living room. It's so pretty and modern!"" Lily smiled and said, ""Yes, mommy!"" She helped her mom carry the rug to the living room. When they got there, Lily's dad was watching TV. He looked up and said, ""Wow, that rug is so cool! I love the modern design."" Lily was happy that her parents liked her rug. She sat down on it and played with her toys while her mom and dad talked. From that day on, the rug stayed in the living room and Lily loved to play on it every day.",elementary,elementary,elementary
train,train,38,agentlans-readability,tinystories,3.98,"Mandy was so excited. She was three years old and it was her first play date. She was at her new friend's house, ready to explore and have fun. She padded into the bathroom and spotted a shiny faucet. She gasped with delight. Mandy tried to turn the faucet on but she was clumsy. She fumbled around, struggling to get the faucet to work. ""Ouch!"" she yelped as she pressed down on the the faucet handle. Her friend's mother heard the noise and walked into the bathroom. ""What's wrong, Mandy?"" she asked. Mandy pointed to the faucet and said, ""I can't get it to turn on!"" The mother smiled and said, ""Let me help."" She easily turned the water on and showed Mandy how to adjust it. Mandy's eyes widened with joy. She threw her arms into the air and screamed with excitement. It was so much fun!",elementary,elementary,elementary
train,train,39,agentlans-readability,tinystories,2.64,"Daisy was confused. She was holding a big pile of laundry in her hands. Then she heard something! It was a pinch! She felt it on her arm - someone was pinching her! Daisy looked around, but she couldn't see who did it. What was going on? Daisy set down the laundry and started to search. First, she looked around the room. Nothing! Then she opened the door and stepped outside. Still no one! So she went around the corner of the house. And then she saw it! It was a little bird! It was sitting on the fence. Daisy couldn't believe it - the bird had pinched her! She stood still and watched the bird. It looked so small and so cute! Daisy smiled and the bird flew away. Daisy went back inside and picked up the laundry. Now she wasn't so confused anymore. She stuffed the laundry in the washing machine and said goodbye to the little bird.",elementary,elementary,elementary
