split,orig_split,orig_idx,source_dataset,subject,raw_label,full_text,education_level_original,education_level_judge,judge_raw_response
ood_race-middle,ood_race-middle,10,race-middle,reading-comp,middle,"One day my wife and I went shopping at the shop. We took the car as we had a lot of things to buy because my brother and his family were going to spend the weekend with us. We stopped the car in front of the shop. An hour later we came back to the car with a lot of things. Then the trouble started. We could not open the car door. ""Oh, dear,"" said my wife, ""What are you going to do?"" ""Let's ask that policeman,"" I said. The policeman was very kind and glad to help us. A few minutes later he got the door open. Just at that moment an angry man came up and shouted, ""What are you doing with my car?"" We looked at the number of the car and our faces turned very red.",middle,middle,middle
ood_race-middle,ood_race-middle,11,race-middle,reading-comp,middle,"If you are going to Europe, you might consider taking some time to visit Provence. Whether you are interested in beautiful places, ancient history, good food, or music and theater, Provence has something to offer to you. Provence once was a Roman province and is in the southeast of France now. You will be attracted by its green hills, olive trees, and old towns with pretty houses. Visitors can find forests, colorful flowers, horses, and people with smiles there. Provence is also ""the city of dream in Europe."" Some people say it is Provence that makes France so romantic. The place should play an important part in the romantic stories. The Flowers: Provence is the hometown of lavenders and sunflowers. Lavender means ""waiting for love"". It also means beautiful. The mountains of Lubero is the most beautiful area across France. And there are also many kinds of lavenders. Compared with the fantastic flowers Lavender, sunflower is a lot warmer. Under the sunlight, thousands of yellow sunflowers are smiling at the sun. The Food: The people there are well-known for keeping their traditional lifestyles. And in the restaurant, you will have the experience of eating the food that has the too much use of olive oil. The food is fresh and healthy. All the things make Provence become the heaven to those who like delicious food. The other activities: Provence is the Kingdom of city. They hold many parties, dance, and festivals. You can even see a bullfight in the towns of Arles and Nimes, or enjoy great shows with the famous stars. May to July are the best tourist months. Not only the red sky, the sweet smell of olive, but also the wonderful lavenders, make Provence send out the breath of romantic.",middle,middle,middle
ood_race-middle,ood_race-middle,12,race-middle,reading-comp,middle,"OUR children grew up on peanut butter and jelly sandwiches. The right jelly makes them very happy, and homemade is the only choice. I wasn't the jelly maker in this family. My mother-in-law was. She didn't provide a wide range of flavors , either. It was either grape or blackberry. And since we liked both flavors, we usually picked whatever jar was at the front of the pantry . It was always there. Jelly making was just a way of life for her. She always did it, following the same habits ---from picking the fruit to setting the finished jelly on the homemade shelves. This past December, my mother-in-law passed away. Among the things in the house to be divided up were the remaining canned goods. Each of us chose from the many jars of tomato juice, green beans and jelly. The other day I reached in there to get jelly for a quick sandwich, and there it was. Sitting all alone on the far side of the shelf was a small jar of grape jelly. Written on the lid with a black marker was ""GR"" for grape and the year the jelly had been made. As I picked up the jar, I suddenly realized something that I had failed to see earlier. This was the last jar we would ever have from my mother-in-law's patient, loving hands. Our children had never known a day without their grandmother's jelly. It seems like such a small thing, but it was a great treasure. Holding that last jar in my hand, my heart traveled back to meeting my mother-in-law for the first time. I saw her crying on our wedding day, and later, kissing and loving our children. I saw her walking in the woods or riding the wagon . I saw her surrounded by loving children at her funeral. I put the jelly back on the shelf. No longer was it just a jar of jelly. I guess I believed that as long as it was there, my mother-in-law would always live on.",middle,middle,middle
ood_race-middle,ood_race-middle,13,race-middle,reading-comp,middle,"Miss Green came into the classroom with a piece of paper. There was a big black dot in the middle. Miss Green put up this piece of paper and asked, ""What can you see in the middle of the white paper?"" All the children watched the black dot. "" A black dot,"" they answered quickly. ""But can't you see this piece of white paper? The black dot is like unlucky things in our life. If we only see the dark dot, how can we be happy?"" The classroom was very quiet at the moment. Miss Green took out another piece of paper from her bag. This was a piece of black paper with a white dot in the middle. ""what can you see, kids?"" she asked the children with a smile on her facc. ""A white dot,"" the children answered loudly. Miss Green smiled, ""My children, although we may be happy or worried in our life, it is just like the clouds in the sky. The clouds can lift quickly and the sun can come out soon. You can be a happy child with the sun in your eyes all the time.""",middle,elementary,elementary
ood_race-middle,ood_race-middle,14,race-middle,reading-comp,middle,"Do you want to go by ship to Australia or anywhere? A big ship may help you. It looks like a big house. There are rooms for everyone. In the day you can swim in the pool or play games on the ship. You can even see a film on the ship. Sometimes you can see birds flying around you. They are flying here and there. Look at the picture of the ship. Does it look like a house? It's very large. And it's the most luxury passenger liner in the world, called 'Freedom of the Seas' . The ship is 339 meters long and 38.6 meters wide, with a golf field on it. It's so cool to take a trip on a ship!",middle,middle,middle
ood_race-middle,ood_race-middle,15,race-middle,reading-comp,middle,"I'm Sam. My hobby is playing chess --one of the greatest games in the world. My mom taught me how to play when I was 7. She beat me every time for the first year. But then on my eighth birthday, I won for the first time. I nearly always beat her from then on. It takes about a day to learn the rules . But if you want to be good, you have to practice for years. You don't need much to play chess--just a chess set and someone to play with. Chess sets can be quite cheap, or very expensive. Some people collect chess sets as a hobby, but some prefer playing. There is a chess club in our school, and we meet every week to play with each other. I'm the best player in the club, and the captain of the school chess team. This year we won the All English Schools' Championship , and I had to go up on stage in front of the whole school to collect the trophy . I'm saving up my money to buy a chess computer. It's very expensive, but very good for practice. In that way, I'll always have someone to play with. One day I will be the world chess champion . ,.",middle,middle,middle
ood_race-middle,ood_race-middle,16,race-middle,reading-comp,middle,"Jane 09:45:10 Hi, Jim. Nice to meet you! I'm a girl. My name is Jane Green. My favorite color is red. I have a red bike. My bike number is 67582. My telephone number is 873-3516. Jim 09:46:05 Hi, Jane . Nice to meet you, too! I'm a boy. My name's Jim Hand. My favorite color is blue. I have a blue car. My car number is ZA9Z78. And my telephone number is 894-2015.",middle,elementary,elementary
ood_race-middle,ood_race-middle,17,race-middle,reading-comp,middle,"Helping your children to read and write at home will improve their skills and confidence --it will also make them get ready for learning in the classroom environment. _ are needed by every child in every subject in every year of their life in or outside school. Students who improve their reading and writing skills will increase their vocabulary and their ability to use the English language correctly. As parents, you can play an important role in improving your children's literacy . You can make a difference by listening, asking questions, giving information, and reading with your children outside school hours. Here are 8 tips on how to help your children to read and write: ^having everyday conversations with your children ^trying to ask more ""wh-"" questions instead of easy ""yes"" or ""no"" questions ^encouraging your children to talk about events you don't know ^reading to your children each night ^listening to your children read ^teaching your children how to use dictionaries ^talking about your children's writings ^practicing filling in forms, writing letters, sending cards or emails You can also encourage your children to join the Reading Challenge Club and discuss the books they are reading together. In the club, children must read 15 books from the Challenge book list and 5 more books chosen by themselves. There are over 1,000 books on the list. The reading must be done in one year. What's more, it is a wonderful way to help your children to write. For example, you can encourage them to write diaries or book reviews. Remember to make positive(,) comments as much as possible.",middle,middle,middle
ood_race-middle,ood_race-middle,18,race-middle,reading-comp,middle,"Comfortable family home with a large garden on north side of town.Three bedrooms, Living-room,kitchens,dining-room,bathroom.Offers over$35,000. 2.ASSISTANT WANTED FOR BUSH RESTAURANT Some evening and weekend work.All meals free.Ring 33201 78. 3.JOIN OUR FOOTBALL TEAM Boys and girls wanted to play in local football team.Aged 9-1 3.Meet in Green Park on Friday at 3P.m. 4.ROOM TO RENT Small room to rent in city centre flat above restaurant.Newly painted with modern furniture.Near main railway station.Buses pass front door.Phone 3322108. Mr.Brown wants to Live near his workplace.Mrs.Brown wants a house with four bedrooms.The Brown children don't care what the house is like.They just want a big garden.Ann,their daughter, has always wanted to work in a restaurant.She thinks it is an exciting place.It's hard work but she is n't lazy.You have to work on Saturdays and Sundays,but you get other days off.It's not very well paid.But who cares about money? Tom is a middle school student.He is twelve years old.He stops school at half past three,so he has plenty of time to finish his homework. Jack.Mr.Brown's brother ,is looking for a room to rent.He doesn't care what colour the walls are or how old the furniture is.He is getting ready for his drawing.So the house must be quiet.",middle,middle,middle
ood_race-middle,ood_race-middle,19,race-middle,reading-comp,middle,"How quickly can you count from one to ten?Do you use ten different words to do it?Can you do it in English,or do you have to use your first language?Do you count on your fingers?Many people think that numbers and math are the same all over the world.But scientists have discovered that it is not true. People in different parts of the world use different ways to count on their fingers.In the United States,people begin counting with their first finger,which they extend or stick out.They then extend the rest of their fingers and finally the thumb to count to five.Then they repeat this with the other hand to get to ten.In China,people count by using different finger positions.In this way,a Chinese person can easily count to ten on only one hand. Besides ways of finger counting,scientists have found that cultures and languages are also different when it comes to numbers.Some languages have only a few words for numbers,and others have no words for numbers.A group of scientists studied aboriginal people in Australia.There people don't have hand movements to stand for numbers.They don't even have words for numbers.However,they are still able to understand different ideas about numbers. In a similar study,researchers from the Massachusetts Institute of Technology discovered that people of the Piraha tribe in northwestern Brazil don't have words for numbers such as""one""or""three"".They are not able to say""five trees""or""ten trees""but can say""some trees"".""more trees"".or""many trees"".Professor Edward Gibson said that most people believe that everyone knows how to count,""but here is a group that does not count.They could learn,but it's not useful in their culture,so they've never picked it up."" Although all humans are able to understand quantities ,not all languages have numbers and not all people use counting.Number words in a certain language are a result of people needing numbers in their daily lives.Now we know that people have different ideas about numbers and math,too.",middle,middle,middle
ood_race-middle,ood_race-middle,20,race-middle,reading-comp,middle,"Where do you think people will live in the future? Can you predict people will work and live in the sea? But how will people go to work then? By submarine! Some scientists believe that some day submarines will be as many as today's cars. A famous French driver says, "" One day, man will work on the ocean floor as they do on the street!"" If people want to live in the sea, they have to solve a lot of problems first. Some of these problems, similar to those of living on the moon, are lack of oxygen and weightlessness . Many questions are hard to answer. For example, what will happen to our bodies if we live in the sea for a very long time? Scientists are looking for answers. Maybe in 50 years man will be able to live in the sea, away from the crowded and noisy cities on land. Man will find it fun and interesting to live in the sea. And life in the sea is more comfortable. Don't you think so?",middle,middle,middle
ood_race-middle,ood_race-middle,21,race-middle,reading-comp,middle,"Now, it may be difficult to predict the future, but many people believe that we will live on Mars by the year 2100. Our own planet, Earth, is becoming more and more crowed and polluted. Well, what problems will we need to solve before we prepare to go to Mars? First of all, transport should be much better. At present, humans need to spend months going to Mars by spaceship. However, by 2100, spaceship can travel at half the speed of light. It might take us two or three days to get there! Secondly, humans need food, water and air to live. Scientists should develop plants that can be grown on Mars. These plants will produce the food, water and air that we need. However, there is no answer for all the problems now. There is also a problem for us to live on Mars. Mars attracts us much less than the Earth does. This will be dangerous because we could easily jump too high and fly slowly away into space there. We will have to wear special shoes to make ourselves heavier. In some ways, life on Mars may not be better than that on the earth today. Food will not be the same --meals will probably be in the form of pills and will not be as delicious as they are today. Also, space travel will probably make many people feel very uncomfortable.",middle,middle,middle
ood_race-middle,ood_race-middle,22,race-middle,reading-comp,middle,"Shopping in Singapore is really a pleasure for tourists. The Great Singapore Sale is held every year, usually during the summer months. Singapore's famous shopping stores welcome a great number of visitors from all over the world. Their shopping hours last till midnight. During this time, nice and cheap goods are on sale for tourists to choose from. Tourists can also try delicious foods there and experience the Singaporean nightlife. Certain stores offer discounts of up to 70 percent or even higher if people use their credit cards. For tourists that hold a special Tourist Card, they can enjoy a lot of benefits , such as discounts on watches, jewellery and cosmetics . The card also gives discounts when you visit local attractions such as Singapore Zoo. It is well worth checking out in the different shopping districts of Singapore during this 8-week Shopping Marathon. Orchard Road is surely the best place for shopping in the city. A large number of restaurants and clubs can be found in this area. Marina Bay includes both big department stores as well as small shops, so everything you would want to buy can be found here. Advice for tourists planning to enjoy this festival of shopping: travel light and take a comfortable pair of shoes with you, for you are sure to do a lot of walking and return with your bags much heavier.",middle,middle,middle
ood_race-middle,ood_race-middle,23,race-middle,reading-comp,middle,"Bob was a gardener and he had no work for a few months. One day he went out to look for a job. While he was walking in the street, he saw a poster at the gate of a big restaurant. It said the restaurant needed to hire a man who could grow flowers and trees well. Bob was so pleased that he went straight to answer it. There Bob was told to go back and get his old working clothes to the office. Bob did so. The boss looked over his working clothes carefully and then decided to let Bob have the job. Bob asked the boss why his working clothes were so important. The boss answered with a smile, ""Oh, young man, your working clothes are all with patches on the knees. You know, I have dismissed two men these days. They had working clothes with patches on the buttocks . They were too lazy.""",middle,middle,middle
ood_race-middle,ood_race-middle,24,race-middle,reading-comp,middle,"Mark Twain, the famous American writer, was traveling in France. Once he was going by train to Dijon. That afternoon he was very tired and wanted to sleep, so he asked the conductor to wake him up when they came to Dijon. But first he explained that he was a very heavy sleeper. ""I'll probably protest loudly when you try to wake me up,"" he said to the conductor, ""but do not take any notice, just put me off the train anyway."" Then Mark Twain went to sleep. Later, when he woke up, it was night-time and the train was in Paris already. He realized at once that the conductor had forgotten to wake him up at Dijon. He was very angry. He ran up to the conductor and began to shout at him.""I have never been so angry in all my life,"" Mark Twain said. The conductor looked at him calmly. ""You are not half so angry as the American whom I put off at Dijon,"" he said.",middle,middle,middle
ood_race-middle,ood_race-middle,25,race-middle,reading-comp,middle,"Every morning Tom goes to work by train. He has a long way to go. So he always buys a newspaper. It helps him to spend the time on the train. Tom likes sport very much. One morning on the train he is reading something about the football match. So he forgets to get off the train at his station. He doesn't know it. When he finishes reading, he looks out of the window. It's far from his station. He gets off at the next station. He has to go back by train. Of course, he is late for work.",middle,middle,middle
ood_race-middle,ood_race-middle,26,race-middle,reading-comp,middle,"Who would win in a competition to memorize numbers, a chimp or a teenager? The teenager? Think again. Scientists have proved that chimps perform better than human beings when it comes to this kind of problem. We may have to rethink what we believe about human memory. Memory is our ability to learn something, save it and recall it when needed. Our memories are important to our sense of self, our personalities, and our ability to understand the world. Scientists say that there are different types of memory. There is short-term memory and long-term memory. Your short-term memory saves information for a few seconds or a few minutes. For example, the time it takes to compare the prices of a few items in a store. Long-term memory involves the information you try hard to keep, because it's meaningful to you (an example is data about family and friends. ) And then there is visual memory and sound memory. But these are not hard and fast: scientists argue a lot about the nature of memory. Scientists have also found that people memorize things in different ways. Some memorize better with the help of pictures. Others are helped more by sounds. One thing's for sure. If you can combine different kinds of memory together, you will remember a lot! So why not try pictures with English words? At the same time listen to recordings of the same group of words. It may help when it comes to memorizing it. Imagination and association can be useful too. By imagination scientists mean picturing a word in your mind. Association means relating the word to something you already know.",middle,middle,middle
ood_race-middle,ood_race-middle,27,race-middle,reading-comp,middle,"I shook hands with my father in the truck, and for a long time he looked straight ahead and didn't say a word.But I knew he was going to say a little to me.""I can't tell anything."" he finally said.""I never went to college, and none of your brothers went to college.I can't say don't do this and do that, because everything is different and I don't know what is going to come up.I can't help much with money either, but I think things will work out."" He gave me a new check-book .""If things get pushing, write a small check.But when you write one, send me a letter and let me know how much.There are some things we can always sell."" In four years all the checks I wrote were less than a thousand dollars.My part-time jobs such as reading to the blind student and sitting with the teachers' kids filled in the _ . ""You know what you want to be, and they'll tell you what to take,"" my father went on.""When you get a job, be sure it's honest, and work hard."" I knew that soon I would be alone in the big town, and I would be missing the cool winds and a life where your thinking was done for you. Then my dad reached down beside his seat and brought the old, broken Bible that he had read so often, the one he used when he wanted to look something up in a friendly quarrel with one of the neighbours.I knew he would miss it.I knew, though, that I must take it. He didn't say read this every morning.He just said,"" This can help you if you will let it."" Did it help? I got through college without being a burden on the family.I have been able to make money since.",middle,high,high
ood_race-middle,ood_race-middle,28,race-middle,reading-comp,middle,"From: _ Sent: Wed., Oct. 19 To: _ Subject: Hello! Hi, Liam! So you're my new pen friend. Let me tell you a bit about myself. I'm 14 years old and I live in Calgary, Canada. I have two older brothers, Brian and Sam. I'm the only girl. I love sports and I'm always looking for exciting new hobbies to try. I like playing baseball in winter. It's fun beating the boys! But summer is my favourite time of the year. I love skateboarding and rock climbing in summer. Skateboarding's great because it's so fun and easy to learn! I often skateboard after school. There are many places in the park where I can do stunts. I'm good at stunts like jumping and turning the skateboard! Rock climbing is also really fun. I usually climb with my dad on weekends. We can't do it on real mountains very often because we live in the city. We do indoor rock climbing instead but it's not as challenging. So that's me! How about you? Please write back soon! Bye for now! Anne",middle,middle,middle
ood_race-middle,ood_race-middle,29,race-middle,reading-comp,middle,"Abraham Lincoln, President of the United States, was not very handsome, and he knew he was not. One day, Lincoln was walking on the road when he was stopped by an ugly man .The man had a gun in his hand. He took aim at Lincoln's nose. Lincoln was very surprised, but he pretended not to be afraid. He asked the man, ""What do you want, sir?""""I've promised myself,"" said the man, ""if I find a man who is uglier than I, I'll kill him."" Then Lincoln looked at the man's face carefully and then said, ""Please take aim at me, sir. If I were uglier than you are, I would not want to live."" The man looked at Lincoln again, after a minute, he said, ""You are right!"" And he went away.",middle,middle,middle
ood_race-middle,ood_race-middle,30,race-middle,reading-comp,middle,"Good evening, ladies and gentlemen. I'm Roy Darby, and this is my show. This is a television show for all the families and I know you're going to enjoy it. Let's start with a story I heard the other day about a very proud pig. This pig lived on a farm with a lot of other animals. And of all the animals on the farm, he thought he was the most important. But it was not enough that he himself thought this way. He had to be sure that the other animals thought so, too. So he went up to one of the chickens and asked, ""Who is the most important animal on the farm?"" Straight away, the chicken answered, ""You're, Master."" Then he asked one of the farm dogs and he got the same reply. Next, he asked a cow. When the cow seemed uncertain of the right answer, the pig looked angry and showed his teeth. ""Oh, you are, of course, Master Pig,"" said the cow. ""Of course,"" the pig said. ""There is no doubt about it."" At last, the pig asked a big horse, ""Who is the most important animal on the farm?"" The horse lifted one foot, rolled the pig over, and placed his foot on the pig's head. ""All right,"" said the pig, ""you don't have to do that just because you don't know the answer.""",middle,middle,middle
ood_race-middle,ood_race-middle,31,race-middle,reading-comp,middle,Have you ever woken up feeling that something was wrong? It was a day like that for me. I sat up in bed. A little later I opened the curtains. It was terrible weather--the rain was pouring down. Then I looked down into the yard. Yes! There it was--the motorcycle. It was just as broken as last night. And my leg was starting to hurt.,middle,middle,middle
ood_race-middle,ood_race-middle,32,race-middle,reading-comp,middle,"On May 2, 2012, Ashok Gadgil became the winner of the $100,000 Lemelson-MIT Award for Global Innovation . Each year, the honor is given to an inventor who has made a big difference in the lives of people in developing countries. Gadgil is a professor and physicist at the University of California, Berkeley. He spent thirty years helping people in need. His inventions have helped more than 100 million people around the world. ""I chose to focus on problems where my knowledge of science could help,"" Gadgil said. In the 1990s, Gadgil designed his first life-saving invention after more than 10,000 people died from Bengal cholera because of the clean water crisis in India. His invention uses ultraviolet light to kill deadly disease-carrying germs from drinking water. It costs just one cent to clean five liters of water (about 21 cups). So far, the invention has provided safe drinking water for more than five million people in India and other developing countries. Gadgil's another important invention is the Berkeley-Darfur Stove . The long and violent war in Darfur, Sudan, has caused many people to move to foreign countries and live in refugee camps . They are given food aid. But people still have to travel a long distance five times a week to gather firewood to cook meals. This can be dangerous because of street violence in the area. To avoid danger, some spend much of their money used to feed their families buying firewood. The stove Gadgil created cuts fuel usage by 55%. That means people wouldn't have to leave the camps to find firewood as often. The invention also helps to save homes more than $300 a year. About 125,000 people and their families have been helped. As a professor, Gadgil encourages his students, ""Be optimistic when you try a hard problem,"" he says. ""It's when you solve a large problem that you can have a big influence on the world.""",middle,middle,middle
